NOC,Games,Year,Season,City,Sport,Event,Medal,NOC_Year_Event_Medal,region
FRA,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Women's Foil, Individual",Gold,"FRA1980Fencing Women's Foil, IndividualGold",France
USA,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Bantamweight,Silver,USA1924Boxing Men's BantamweightSilver,USA
ROU,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver,"ROU1964Shooting Men's Rapid-Fire Pistol, 25 metresSilver",Romania
ITA,1900 Summer,1900,Summer,Paris,Equestrianism,Equestrianism Mixed Long Jump,Silver,ITA1900Equestrianism Mixed Long JumpSilver,Italy
ITA,1900 Summer,1900,Summer,Paris,Equestrianism,Equestrianism Mixed High Jump,Gold,ITA1900Equestrianism Mixed High JumpGold,Italy
AUT,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Men's Slalom,Bronze,AUT1992Alpine Skiing Men's SlalomBronze,Austria
INA,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Featherweight,Bronze,INA2008Weightlifting Men's FeatherweightBronze,Indonesia
INA,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Lightweight,Silver,INA2012Weightlifting Men's LightweightSilver,Indonesia
USA,1920 Summer,1920,Summer,Antwerpen,Shooting,Shooting Men's Trap,Silver,USA1920Shooting Men's TrapSilver,USA
POL,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze,"POL1960Wrestling Men's Bantamweight, FreestyleBronze",Poland
URS,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver,"URS1964Wrestling Men's Bantamweight, Greco-RomanSilver",Russia
USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Women's One Person Dinghy,Bronze,USA1992Sailing Women's One Person DinghyBronze,USA
GBR,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Omnium,Gold,GBR2012Cycling Women's OmniumGold,UK
GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Gold,GBR2016Cycling Women's OmniumGold,UK
USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 400 metres,Bronze,USA2012Athletics Women's 400 metresBronze,USA
FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Points Race,Bronze,FRA1900Cycling Men's Points RaceBronze,France
USA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Butterfly,Gold,USA1960Swimming Men's 200 metres ButterflyGold,USA
YUG,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold,"YUG1984Wrestling Men's Flyweight, FreestyleGold",Serbia
YUG,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver,"YUG1988Wrestling Men's Flyweight, FreestyleSilver",Serbia
SLO,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Gold,SLO2016Judo Women's Half-MiddleweightGold,Slovenia
ESP,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,Silver,ESP2004Sailing Men's One Person DinghySilver,Spain
BUL,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Heavyweight,Silver,BUL2000Weightlifting Men's HeavyweightSilver,Bulgaria
TPE,1984 Summer,1984,Summer,Los Angeles,Weightlifting,Weightlifting Men's Featherweight,Bronze,TPE1984Weightlifting Men's FeatherweightBronze,Taiwan
URS,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold,"URS1956Wrestling Men's Flyweight, FreestyleGold",Russia
URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,URS1964Gymnastics Men's Pommelled HorseBronze,Russia
RUS,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,"RUS2012Wrestling Men's Middleweight, FreestyleBronze",Russia
RUS,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Middleweight,Silver,RUS2012Weightlifting Women's MiddleweightSilver,Russia
MGL,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Half-Lightweight,Silver,MGL1980Judo Men's Half-LightweightSilver,Mongolia
TPE,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Featherweight,Bronze,TPE2012Taekwondo Women's FeatherweightBronze,Taiwan
BUL,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Bronze,"BUL1988Wrestling Men's Light-Flyweight, Greco-RomanBronze",Bulgaria
UKR,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Bronze,UKR1994Biathlon Women's 7.5 kilometres SprintBronze,Ukraine
GRE,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Standing High Jump,Silver,GRE1908Athletics Men's Standing High JumpSilver,Greece
GRE,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Standing Long Jump,Silver,GRE1908Athletics Men's Standing Long JumpSilver,Greece
GRE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing High Jump,Bronze,GRE1912Athletics Men's Standing High JumpBronze,Greece
GRE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,Gold,GRE1912Athletics Men's Standing Long JumpGold,Greece
BLR,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,"BLR1996Wrestling Men's Middleweight, Greco-RomanBronze",Belarus
BLR,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's 500 metres Time Trial,Bronze,BLR2004Cycling Women's 500 metres Time TrialBronze,Belarus
URS,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,"URS1952Wrestling Men's Middleweight, FreestyleGold",Russia
GEO,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Middleweight,Gold,GEO2008Judo Men's MiddleweightGold,Georgia
GRE,1896 Summer,1896,Summer,Athina,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman",Silver,"GRE1896Wrestling Men's Unlimited Class, Greco-RomanSilver",Greece
GEO,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze,"GEO2012Wrestling Men's Welterweight, Greco-RomanBronze",Georgia
BUL,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Silver,"BUL1988Wrestling Men's Light-Flyweight, FreestyleSilver",Bulgaria
URS,1980 Summer,1980,Summer,Moskva,Diving,Diving Women's Platform,Bronze,URS1980Diving Women's PlatformBronze,Russia
GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 20 kilometres Walk,Gold,GRE2004Athletics Women's 20 kilometres WalkGold,Greece
JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,Bronze,JPN1964Athletics Men's MarathonBronze,Japan
JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Heavyweight,Gold,JPN2004Judo Women's HeavyweightGold,Japan
JPN,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Heavyweight,Silver,JPN2008Judo Women's HeavyweightSilver,Japan
JPN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,JPN1972Gymnastics Men's Horizontal BarGold,Japan
JPN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Rings,Bronze,JPN1972Gymnastics Men's RingsBronze,Japan
JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,JPN1976Gymnastics Men's Individual All-AroundBronze,Japan
JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,Silver,JPN1976Gymnastics Men's Horse VaultSilver,Japan
JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,JPN1976Gymnastics Men's Parallel BarsBronze,Japan
JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,JPN1976Gymnastics Men's Horizontal BarGold,Japan
BLR,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Aerials,Gold,BLR2014Freestyle Skiing Women's AerialsGold,Belarus
KAZ,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,"KAZ2004Wrestling Men's Super-Heavyweight, Greco-RomanSilver",Kazakhstan
JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,JPN1960Gymnastics Men's Pommelled HorseBronze,Japan
JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,Silver,JPN1964Gymnastics Men's Individual All-AroundSilver,Japan
JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,Silver,JPN1964Gymnastics Men's Parallel BarsSilver,Japan
JPN,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,JPN1964Gymnastics Men's Pommelled HorseSilver,Japan
JPN,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 200 metres Breaststroke,Gold,JPN1928Swimming Men's 200 metres BreaststrokeGold,Japan
JPN,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,Gold,JPN1932Swimming Men's 200 metres BreaststrokeGold,Japan
URS,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed One Person Dinghy,Silver,URS1960Sailing Mixed One Person DinghySilver,Russia
URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Javelin Throw,Bronze,URS1956Athletics Men's Javelin ThrowBronze,Russia
URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Javelin Throw,Gold,URS1960Athletics Men's Javelin ThrowGold,Russia
UKR,2000 Summer,2000,Summer,Sydney,Trampolining,Trampolining Women's Individual,Silver,UKR2000Trampolining Women's IndividualSilver,Ukraine
NZL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Heavyweight,Bronze,NZL1992Boxing Men's HeavyweightBronze,New Zealand
FRA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Triple Jump,Silver,FRA1896Athletics Men's Triple JumpSilver,France
NOR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Single Sculls,Gold,NOR2004Rowing Men's Single ScullsGold,Norway
NOR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Single Sculls,Gold,NOR2008Rowing Men's Single ScullsGold,Norway
NED,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Men's 1,500 metres",Gold,"NED2010Speed Skating Men's 1,500 metresGold",Netherlands
UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,Bronze,UZB2016Boxing Men's HeavyweightBronze,Uzbekistan
USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,Silver,USA1984Athletics Men's Pole VaultSilver,USA
ETH,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Women's 10,000 metres",Gold,"ETH1992Athletics Women's 10,000 metresGold",Ethiopia
ETH,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 10,000 metres",Gold,"ETH2000Athletics Women's 10,000 metresGold",Ethiopia
ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 10,000 metres",Bronze,"ETH2004Athletics Women's 10,000 metresBronze",Ethiopia
UZB,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Middleweight,Bronze,UZB1996Boxing Men's Light-MiddleweightBronze,Uzbekistan
FRG,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",Bronze,"FRG1968Athletics Men's 1,500 metresBronze",Germany
HUN,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 200 metres Butterfly,Bronze,HUN1956Swimming Men's 200 metres ButterflyBronze,Hungary
KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Silver,KEN2016Athletics Men's 400 metres HurdlesSilver,Kenya
HUN,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Lightweight,Bronze,HUN1976Judo Men's LightweightBronze,Hungary
USA,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's One Person Dinghy,Gold,USA2008Sailing Women's One Person DinghyGold,USA
HUN,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,"HUN1932Wrestling Men's Middleweight, FreestyleBronze",Hungary
FIN,1936 Summer,1936,Summer,Berlin,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,"FIN1936Athletics Men's 3,000 metres SteeplechaseSilver",Finland
ETH,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,"ETH1980Athletics Men's 3,000 metres SteeplechaseBronze",Ethiopia
CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Bronze,"CAN2002Short Track Speed Skating Men's 1,000 metresBronze",Canada
CAN,2000 Summer,2000,Summer,Sydney,Trampolining,Trampolining Men's Individual,Bronze,CAN2000Trampolining Men's IndividualBronze,Canada
URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,Gold,URS1972Gymnastics Women's Individual All-AroundGold,Russia
URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Floor Exercise,Silver,URS1972Gymnastics Women's Floor ExerciseSilver,Russia
URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,Bronze,URS1972Gymnastics Women's Horse VaultBronze,Russia
URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,Bronze,URS1976Gymnastics Women's Individual All-AroundBronze,Russia
URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,Silver,URS1976Gymnastics Women's Floor ExerciseSilver,Russia
URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,Silver,URS1976Gymnastics Women's Horse VaultSilver,Russia
ITA,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Silver,"ITA2004Shooting Women's Small-Bore Rifle, Three Positions, 50 metresSilver",Italy
URS,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver,"URS1988Wrestling Men's Welterweight, Greco-RomanSilver",Russia
EUN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,"EUN1992Wrestling Men's Middleweight, Greco-RomanBronze",Russia
GEO,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,GEO2016Weightlifting Men's Super-HeavyweightBronze,Georgia
GBR,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Men's Doubles,Gold,GBR1920Tennis Men's DoublesGold,UK
USA,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Gold,USA1992Short Track Speed Skating Women's 500 metresGold,USA
USA,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Gold,USA1994Short Track Speed Skating Women's 500 metresGold,USA
USA,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze,"USA2008Shooting Men's Air Pistol, 10 metresBronze",USA
USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres Hurdles,Bronze,USA1984Athletics Women's 100 metres HurdlesBronze,USA
GBR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Bantamweight,Bronze,GBR1972Boxing Men's BantamweightBronze,UK
ITA,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's Sprint,Silver,ITA1968Cycling Men's SprintSilver,Italy
POL,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",Gold,"POL1948Art Competitions Mixed Music, Compositions For OrchestraGold",Poland
GEO,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze,"GEO2008Wrestling Men's Welterweight, FreestyleBronze",Georgia
USA,1932 Summer,1932,Summer,Los Angeles,Equestrianism,"Equestrianism Men's Dressage, Individual",Bronze,"USA1932Equestrianism Men's Dressage, IndividualBronze",USA
FIN,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",Silver,"FIN1948Art Competitions Mixed Music, Compositions For OrchestraSilver",Finland
FIN,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Triple Jump,Gold,FIN1920Athletics Men's Triple JumpGold,Finland
FIN,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Triple Jump,Bronze,FIN1924Athletics Men's Triple JumpBronze,Finland
FIN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Triple Jump,Bronze,FIN1928Athletics Men's Triple JumpBronze,Finland
GBR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,GBR2012Gymnastics Women's Uneven BarsBronze,UK
USA,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Women's Road Race, Individual",Silver,"USA1984Cycling Women's Road Race, IndividualSilver",USA
USA,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Bronze,"USA1992Cycling Women's Individual Pursuit, 3,000 metresBronze",USA
NOR,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Silver,NOR1972Cross Country Skiing Men's 30 kilometresSilver,Norway
NOR,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Gold,NOR1972Cross Country Skiing Men's 50 kilometresGold,Norway
USA,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Pole Vault,Silver,USA1896Athletics Men's Pole VaultSilver,USA
AUS,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Women's Points Race,Bronze,AUS1996Cycling Women's Points RaceBronze,Australia
UKR,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver,UKR2016Modern Pentathlon Men's IndividualSilver,Ukraine
URS,1988 Summer,1988,Summer,Seoul,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Bronze,URS1988Rhythmic Gymnastics Women's IndividualBronze,Russia
EUN,1992 Summer,1992,Summer,Barcelona,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold,EUN1992Rhythmic Gymnastics Women's IndividualGold,Russia
FIN,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",Gold,"FIN1948Art Competitions Mixed Literature, Lyric WorksGold",Finland
FIN,1960 Winter,1960,Winter,Squaw Valley,Biathlon,Biathlon Men's 20 kilometres,Silver,FIN1960Biathlon Men's 20 kilometresSilver,Finland
GBR,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Silver,GBR1908Gymnastics Men's Individual All-AroundSilver,UK
URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Shot Put,Gold,URS1956Athletics Women's Shot PutGold,Russia
GBR,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 800 metres,Gold,GBR1900Athletics Men's 800 metresGold,UK
NOR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 20 kilometres Walk,Silver,NOR2000Athletics Women's 20 kilometres WalkSilver,Norway
NOR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 20 kilometres Walk,Silver,NOR2008Athletics Women's 20 kilometres WalkSilver,Norway
URS,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Single Sculls,Gold,URS1952Rowing Men's Single ScullsGold,Russia
RUS,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze,RUS2004Weightlifting Men's Middle-HeavyweightBronze,Russia
KGZ,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,"KGZ2008Wrestling Men's Lightweight, Greco-RomanBronze",Kyrgyzstan
USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 100 metres,Gold,USA1964Athletics Women's 100 metresGold,USA
USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 100 metres,Gold,USA1968Athletics Women's 100 metresGold,USA
URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Discus Throw,Silver,URS1988Athletics Men's Discus ThrowSilver,Russia
LTU,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Discus Throw,Gold,LTU1992Athletics Men's Discus ThrowGold,Lithuania
JPN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,Silver,JPN2008Gymnastics Men's Individual All-AroundSilver,Japan
JPN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Gold,JPN2012Gymnastics Men's Individual All-AroundGold,Japan
JPN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,Silver,JPN2012Gymnastics Men's Floor ExerciseSilver,Japan
JPN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,Gold,JPN2016Gymnastics Men's Individual All-AroundGold,Japan
JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Lightweight,Gold,JPN2004Judo Men's Half-LightweightGold,Japan
JPN,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Lightweight,Gold,JPN2008Judo Men's Half-LightweightGold,Japan
CRO,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,CRO2008Gymnastics Men's Pommelled HorseSilver,Croatia
URS,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Bantamweight,Gold,URS1952Weightlifting Men's BantamweightGold,Russia
JPN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze,JPN1998Short Track Speed Skating Men's 500 metresBronze,Japan
JPN,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Open Class,Gold,JPN1976Judo Men's Open ClassGold,Japan
JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Middleweight,Gold,JPN2004Judo Women's MiddleweightGold,Japan
JPN,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Middleweight,Gold,JPN2008Judo Women's MiddleweightGold,Japan
JPN,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Middleweight,Bronze,JPN2012Judo Women's Half-MiddleweightBronze,Japan
JPN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,Silver,JPN1952Gymnastics Men's Floor ExerciseSilver,Japan
JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,"JPN1964Wrestling Men's Bantamweight, FreestyleGold",Japan
JPN,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,"JPN1968Wrestling Men's Bantamweight, FreestyleGold",Japan
CUB,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Lightweight,Bronze,CUB2008Boxing Men's LightweightBronze,Cuba
SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Pole Vault,Bronze,SWE1912Athletics Men's Pole VaultBronze,Sweden
SWE,1924 Summer,1924,Summer,Paris,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze,SWE1924Modern Pentathlon Men's IndividualBronze,Sweden
URS,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Dressage, Individual",Bronze,"URS1980Equestrianism Mixed Dressage, IndividualBronze",Russia
RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,Gold,RUS2012Athletics Men's High JumpGold,Russia
FIN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold,"FIN1976Wrestling Men's Bantamweight, Greco-RomanGold",Finland
KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze,KAZ2016Weightlifting Men's Light-HeavyweightBronze,Kazakhstan
SWE,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,"SWE1936Shooting Men's Rapid-Fire Pistol, 25 metresBronze",Sweden
SWE,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold,"SWE1936Shooting Men's Free Pistol, 50 metresGold",Sweden
SWE,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,"SWE1948Shooting Men's Free Pistol, 50 metresBronze",Sweden
GDR,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold,GDR1980Biathlon Men's 10 kilometres SprintGold,Germany
GDR,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 20 kilometres,Silver,GDR1980Biathlon Men's 20 kilometresSilver,Germany
GER,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",Gold,"GER2000Cycling Men's Road Race, IndividualGold",Germany
GER,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Individual Time Trial,Silver,GER2000Cycling Men's Individual Time TrialSilver,Germany
NZL,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Gold,"NZL2004Cycling Women's Individual Pursuit, 3,000 metresGold",New Zealand
GER,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Heavyweight,Bronze,GER1996Boxing Men's Light-HeavyweightBronze,Germany
GDR,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Middleweight,Bronze,GDR1980Judo Men's MiddleweightBronze,Germany
NOR,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Bronze,NOR1988Cross Country Skiing Men's 30 kilometresBronze,Norway
NOR,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Gold,NOR1992Cross Country Skiing Men's 10 kilometresGold,Norway
NOR,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Gold,NOR1992Cross Country Skiing Men's 30 kilometresGold,Norway
NOR,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,Silver,NOR1992Cross Country Skiing Men's 10/15 kilometres PursuitSilver,Norway
GER,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 800 metres,Bronze,GER1952Athletics Men's 800 metresBronze,Germany
RUS,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,"RUS2000Wrestling Men's Lightweight, FreestyleGold",Russia
URS,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,"URS1988Cycling Men's Individual Pursuit, 4,000 metresGold",Russia
